City,State,ID,Lat,Lon,Elev,WMO
Tacoma,WA,KTCM,47.13,-122.48,98,74206
Toledo,WA,KTDO,46.48,-122.80,113,99999
Tacoma Narrows,WA,KTIW,47.27,-122.58,89,99999
Quillayute,WA,KUIL,47.95,-124.55,62,72797
Vancouver,WA,KVUO,45.62,-122.66,10,99999
Yakima,WA,KYKM,46.57,-120.53,325,72781
New Richmond,WI,KRNH,45.15,-92.53,304,99999
Merrill,WI,KRRL,45.20,-89.71,401,99999
Prarie Du Chien,WI,KPDC,43.02,-91.12,201,99999
Clintonville,WI,KCLI,44.61,-88.73,250,99999
Boscobel,WI,KOVS,43.16,-90.68,202,99999
Superior,WI,KDYT,46.72,-92.04,186,99999
Juneau,WI,KUNU,43.43,-88.70,285,99999
Mineral Point,WI,KMRJ,42.89,-90.23,359,99999
Eagle River,WI,KEGV,45.93,-89.27,500,99999
Antigo,WI,KAIG,45.15,-89.12,456,99999
Minocqua,WI,KARV,45.93,-89.73,496,99999
Appleton,WI,KATW,44.25,-88.52,280,99999
West Bend,WI,KETB,43.42,-88.13,270,99999
Wausau,WI,KAUW,44.93,-89.63,366,99999
Mosinee,WI,KCWA,44.78,-89.67,389,99999
Baraboo,WI,KDLL,43.70,-89.80,298,99999
Eau Claire,WI,KEAU,44.87,-91.48,276,99999
Fond du Lac,WI,KFLD,43.77,-88.49,318,99999
Green Bay,WI,KGRB,44.48,-88.13,214,72645
Hayward,WI,KHYR,46.02,-91.45,370,99999
Wisconsin Rapids,WI,KISW,44.44,-89.83,308,99999
Janesville,WI,KJVL,42.62,-89.03,246,99999
Kenosha,WI,KENW,42.60,-87.93,227,99999
Lone Rock,WI,KLNR,43.22,-90.18,219,99999
La Crosse,WI,KLSE,43.87,-91.25,202,72643
Marshfield,WI,KMFI,44.63,-90.18,380,99999
Milwaukee,WI,KMKE,42.95,-87.90,211,72640
Madison,WI,KMSN,43.13,-89.33,264,72641
Manitowoc,WI,KMTW,44.13,-87.68,198,99999
Medford,WI,KMDZ,45.10,-90.30,448,99999
Milwaukee Timmerman,WI,KMWC,43.12,-88.03,227,99999
Monroe,WI,KEFT,42.61,-89.59,331,99999
Osceola,WI,KOEO,45.31,-92.69,903,99999
Oshkosh,WI,KOSH,43.98,-88.55,246,99999
Phillips,WI,KPBH,45.70,-90.40,449,99999
Racine,WI,KRAC,42.76,-87.81,205,99999
Rhinelander,WI,KRHI,45.63,-89.47,495,99999
Rice Lake,WI,KRPD,45.48,-91.72,347,99999
Sheboygan,WI,KSBM,43.77,-87.85,295,99999
Stevens Point,WI,KSTE,44.55,-89.53,338,99999
Sturgeon Bay,WI,KSUE,44.85,-87.42,221,99999
Superior,WI,KSUW,46.68,-92.10,202,99999
Watertown,WI,KRYV,43.17,-88.72,254,99999
Waukesha,WI,KUES,43.02,-88.14,285,99999
Volk,WI,KVOK,43.93,-90.27,277,99999
Ashland,WI,KASX,46.55,-90.92,251,99999
Petersburg,WV,KW99,38.99,-79.14,293,99999
Beckley,WV,KBKW,37.78,-81.12,766,72412
Bluefield,WV,KBLF,37.30,-81.20,871,99999
Clarksburg,WV,KCKB,39.30,-80.23,367,99999
Charleston,WV,KCRW,38.37,-81.60,299,72414
Elkins,WV,KEKN,38.88,-79.85,609,72417
Wheeling,WV,KHLG,40.18,-80.65,365,99999
Huntington,WV,KHTS,38.37,-82.55,255,72425
Lewisburg,WV,KLWB,37.87,-80.40,702,99999
Morgantown,WV,KMGW,39.65,-79.92,380,99999
Martinsburg,WV,KMRB,39.40,-77.98,170,99999
Parkersburg,WV,KPKB,39.35,-81.43,262,99999
Arlington,WY,KARL,41.71,-106.21,2194,99999
Belle Fourche,WY,KBFU,43.93,-105.44,1432,99999
Bitter Creek,WY,KBIT,41.64,-108.58,2176,99999
Bordeaux,WY,KBRX,41.92,-104.94,1432,99999
Beaver Rim,WY,KBVR,42.58,-108.28,2042,99999
Chief Joseph,WY,KCHJ,44.75,-109.37,2529,99999
Cemetery Separation,WY,KCMS,41.53,-109.46,1962,99999
Continental Divide,WY,KCTD,41.71,-107.78,2145,99999
Dead Horse,WY,KDHS,44.21,-106.10,1249,99999
Deer Creek,WY,KDRC,42.83,-105.86,1554,99999
First Divide,WY,KFIR,41.29,-110.77,2310,99999
Gunbarrel,WY,KGUN,41.43,-104.34,1706,99999
Hiland,WY,KHLD,43.09,-107.32,1859,99999
I-25 Divide,WY,KIDV,43.94,-106.64,1542,99999
Inyan Kara,WY,KIKA,44.29,-104.62,1328,99999
Meeteese Rim,WY,KMTR,44.27,-108.87,1816,99999
Pathfinder Hill,WY,KPAT,42.56,-106.85,1926,99999
Piney Creek,WY,KPIN,44.53,-106.81,1402,99999
Pumpkin Vine,WY,KPUM,41.05,-105.46,2438,99999
Rim,WY,KRIM,43.10,-110.32,2310,99999
Sage,WY,KSGE,41.79,-110.50,2371,99999
Shute Creek,WY,KSHC,41.93,-109.96,2058,99999
Sibley Peak,WY,KSIB,42.44,-105.03,1511,99999
Skyline,WY,KSKL,41.13,-106.56,2468,99999
Twenty Mile Hill,WY,KTMH,43.12,-106.33,1755,99999
Vedauwoo,WY,KVDW,41.15,-105.40,2560,99999
Whitaker,WY,KWTR,41.41,-104.87,1890,99999
Torrington,WY,KTOR,42.06,-104.15,1282,99999
Douglas,WY,KDGW,42.75,-105.38,1477,99999
Big Piney,WY,KBPI,42.57,-110.10,2124,72671
Cody,WY,KCOD,44.52,-109.02,1553,72670
Casper,WY,KCPR,42.92,-106.47,1612,72569
Cheyenne,WY,KCYS,41.15,-104.82,1872,72564
Evanston,WY,KEVW,41.28,-111.03,2183,99999
Gillette,WY,KGCC,44.35,-105.53,1230,72665
Jackson,WY,KJAC,43.60,-110.73,1964,99999
Laramie,WY,KLAR,41.32,-105.67,2218,99999
Lander,WY,KLND,42.82,-108.73,1694,72576
Yellowstone,WY,KP60,44.55,-110.42,2368,99999
Riverton,WY,KRIW,43.07,-108.47,1684,99999
Rock Springs,WY,KRKS,41.60,-109.07,2060,99999
Rawlins,WY,KRWL,41.80,-107.20,2077,99999
Sheridan,WY,KSHR,44.77,-106.97,1209,72666
Worland,WY,KWRL,43.97,-107.95,1294,99999
Buffalo,WY,KBYG,44.38,-106.72,1497,99999
Greybull,WY,KGEY,44.52,-108.08,1191,99999
Roosevelt Roads,PR,TJNR,18.25,-65.63,12,78535
San Juan,PR,TJSJ,18.43,-66.00,19,78526
Ponce,PR,TJPS,18.02,-66.57,9,99999
Aquadilla,PR,TJBQ,18.50,-67.13,69,78514
Mayaguez,PR,TJMZ,18.25,-67.15,9,99999
St. Thomas,VI,TIST,18.33,-64.97,67,78543
St. Croix,VI,TISX,17.70,-64.80,17,78547
Beef Island,VI,TUPJ,18.43,-65.45,15,99999
Agana,GU,PGUM,13.48,144.80,82,91212
Andersen AFB,GU,PGUA,13.57,144.91,162,91218
Rota,MP,PGRO,14.17,145.25,179,91221
Saipan,MP,PGSN,15.12,145.72,4,91232
Peipeinimaru,MP,PGWT,20.05,145.22,13,99999
